id_a,id_b,cosine_similarity,title_norm_a,title_a,title_norm_b,title_b
41373,41376,1.0,flirting with danger,Flirting With Danger,flirting with danger,Flirting with Danger
41379,41381,1.0,as nature made him the boy who was raised as a girl,As Nature Made Him: The Boy Who Was Raised as a Girl,as nature made him the boy who was raised as a girl,As Nature Made Him The Boy Who Was Raised as a Girl
41426,77368,1.0,spindle s end,Spindle's End,spindle s end,Spindle's End
41451,77366,1.0,the hero and the crown damar 2,"The Hero and the Crown (Damar, #2)",the hero and the crown damar 2,"The Hero and the Crown (Damar, #2)"
41479,41482,0.8635807554843014,there s no place like home video,There's No Place Like Home Video,there s no place like home,There's No Place Like Home
41558,51002,0.8964779327025975,if you re happy and you know it,If You're Happy and You Know It...,when you re happy and you know it,When You're Happy and You Know It
41569,58170,0.9064458855766456,rainbow fish,Rainbow Fish,the rainbow fish,The Rainbow Fish
41675,85625,0.8661682327398884,the theban plays oedipus rex oedipus at colonus antigone,"The Theban Plays: Oedipus Rex, Oedipus at Colonus & Antigone",the three theban plays oedipus the king oedipus at colonus antigone,"The Three Theban Plays: Oedipus the King, Oedipus at Colonus & Antigone"
41680,86917,1.0,the jungle,The Jungle,the jungle,The Jungle
41684,77270,0.9636693122272147,the jungle books,The Jungle Books,the jungle book,The Jungle Book
41694,85738,1.0,dragon dirk pitt 10,"Dragon (Dirk Pitt, #10)",dragon dirk pitt 10,"Dragon (Dirk Pitt, #10)"
41707,85735,1.0,atlantis found dirk pitt 15,"Atlantis Found (Dirk Pitt, #15)",atlantis found dirk pitt 15,"Atlantis Found (Dirk Pitt, #15)"
41713,41714,0.8976619375576734,the sea hunters ii the sea hunters 2,"The Sea Hunters II (The Sea Hunters, #2)",the sea hunters the sea hunters 1,The Sea Hunters (The Sea Hunters #1)
41824,85434,1.0,the currents of space galactic empire 2,"The Currents of Space (Galactic Empire, #2)",the currents of space galactic empire 2,The Currents of Space (Galactic Empire #2)
41825,76679,0.9999999999999998,forward the foundation foundation prequel 2,"Forward the Foundation (Foundation: Prequel, #2)",forward the foundation foundation prequel 2,Forward the Foundation (Foundation: Prequel #2)
41836,59282,0.9522976171470457,the egyptians,The Egyptians,the egyptian,The Egyptian
41844,85495,0.9549292423163511,isaac asimov s robots and aliens 3 isaac asimov s robot city robots and aliens 5 6,"Isaac Asimov's Robots and Aliens 3 (Isaac Asimov's Robot City: Robots and Aliens, #5-6)",isaac asimov s robots and aliens 2 isaac asimov s robot city robots and aliens 3 4,"Isaac Asimov's Robots and Aliens 2 (Isaac Asimov's Robot City: Robots and Aliens, #3-4)"
41844,85534,0.8653023915158421,isaac asimov s robots and aliens 3 isaac asimov s robot city robots and aliens 5 6,"Isaac Asimov's Robots and Aliens 3 (Isaac Asimov's Robot City: Robots and Aliens, #5-6)",changeling isaac asimov s robot city robots and aliens 1,"Changeling (Isaac Asimov's Robot City: Robots and Aliens, #1)"
41959,41961,0.8839888827895962,maeve binchy value collection the copper beach circle of friends the glass lake,"Maeve Binchy Value Collection: The Copper Beach, Circle of Friends, The Glass Lake",the maeve binchy value collection the copper beech circle of friends and the glass lake,"The Maeve Binchy Value Collection: The Copper Beech, Circle of Friends, and The Glass Lake"
32509,42036,1.0,tales from shakespeare,Tales From Shakespeare,tales from shakespeare,Tales from Shakespeare
42058,82397,0.8979037848134068,richard iii,Richard III,richard ii,Richard II
42086,42108,1.0,jimi hendrix musician,Jimi Hendrix - Musician,jimi hendrix musician,Jimi Hendrix: Musician
42094,42107,1.0,jimi hendrix are you experienced,Jimi Hendrix - Are You Experienced?*,jimi hendrix are you experienced,Jimi Hendrix - Are You Experienced
42165,42805,1.0,p s i love you,P.S. I Love You,p s i love you,P S I Love You
42165,42168,0.8933036559692048,p s i love you,P.S. I Love You,p s i love you 1,P S I LOVE YOU #1
42168,42805,0.8933036559692048,p s i love you 1,P S I LOVE YOU #1,p s i love you,P S I Love You
42391,42399,0.9829871076468912,the allman brothers band the definitive collection for guitar volume 2,The Allman Brothers Band - The Definitive Collection for Guitar - Volume 2,the allman brothers band the definitive collection for guitar volume 1,The Allman Brothers Band - The Definitive Collection for Guitar - Volume 1
42447,42492,0.951678502766602,strawberry girl,Strawberry Girl,the strawberry girl,The Strawberry Girl
42499,42501,1.0,seize the fire,Seize the Fire,seize the fire,Seize The Fire
42512,42517,1.0,we were soldiers once and young ia drang the battle that changed the war in vietnam,We Were Soldiers Once... and Young: Ia Drang - The Battle that Changed the War in Vietnam,we were soldiers once and young ia drang the battle that changed the war in vietnam,We Were Soldiers Once... and Young: Ia Drang - The Battle That Changed the War in Vietnam
42512,42513,1.0,we were soldiers once and young ia drang the battle that changed the war in vietnam,We Were Soldiers Once... and Young: Ia Drang - The Battle that Changed the War in Vietnam,we were soldiers once and young ia drang the battle that changed the war in vietnam,We Were Soldiers Once ... and Young (Ia Drang - the Battle That Changed the War in Vietnam)
42513,42517,1.0,we were soldiers once and young ia drang the battle that changed the war in vietnam,We Were Soldiers Once ... and Young (Ia Drang - the Battle That Changed the War in Vietnam),we were soldiers once and young ia drang the battle that changed the war in vietnam,We Were Soldiers Once... and Young: Ia Drang - The Battle That Changed the War in Vietnam
42573,42575,1.0,the water babies,The Water Babies,the water babies,The Water-Babies
42571,42574,1.0,the water babies a fairy tale for a land baby,The Water Babies: A Fairy Tale for a Land-Baby,the water babies a fairy tale for a land baby,The Water Babies: A Fairy Tale for a Land Baby
42877,99638,1.0,the life and times of the thunderbolt kid a memoir,The Life and Times of the Thunderbolt Kid: A Memoir,the life and times of the thunderbolt kid a memoir,The Life and Times of the Thunderbolt Kid: A Memoir
42923,42926,0.927915796512252,the nightingale s song,The Nightingale's Song,nightingale s song,Nightingale's Song
43157,43158,0.972469971149221,matthew barney drawing restraint vol 1,Matthew Barney: Drawing Restraint Vol. 1,matthew barney drawing restraint vol 2,Matthew Barney: Drawing Restraint Vol. 2
43201,43205,1.0,lachapelle land,LaChapelle Land,lachapelle land,LaChapelle land
43211,43212,0.9999999999999998,twentieth century russian poetry,Twentieth-Century Russian Poetry,twentieth century russian poetry,Twentieth Century Russian Poetry
43211,86744,0.8597712312766995,twentieth century russian poetry,Twentieth-Century Russian Poetry,twentieth century russia,Twentieth Century Russia
43212,86744,0.8597712312766995,twentieth century russian poetry,Twentieth Century Russian Poetry,twentieth century russia,Twentieth Century Russia
43228,78160,0.9619217560003339,the meaning of life,The Meaning of Life,on the meaning of life,On the Meaning of Life
43236,43238,0.8722224727205435,mysql cookbook,MySQL Cookbook,sql cookbook,SQL Cookbook
43423,43433,0.9386905111116621,mcsweeney s 14,McSweeney's #14,mcsweeney s 18,McSweeney's #18
43423,43438,0.9334810573337725,mcsweeney s 14,McSweeney's #14,mcsweeney s 11,McSweeney's #11
43423,43437,0.9174933769800889,mcsweeney s 14,McSweeney's #14,mcsweeney s 19,McSweeney's #19
43423,43439,0.9030602493328618,mcsweeney s 14,McSweeney's #14,mcsweeney s 17,McSweeney's #17
43433,43438,0.9418530412048477,mcsweeney s 18,McSweeney's #18,mcsweeney s 11,McSweeney's #11
43433,43437,0.925721974329279,mcsweeney s 18,McSweeney's #18,mcsweeney s 19,McSweeney's #19
43433,43439,0.9111594022643823,mcsweeney s 18,McSweeney's #18,mcsweeney s 17,McSweeney's #17
43437,43438,0.9205844920820858,mcsweeney s 19,McSweeney's #19,mcsweeney s 11,McSweeney's #11
43437,43439,0.8905839646346047,mcsweeney s 19,McSweeney's #19,mcsweeney s 17,McSweeney's #17
43438,43439,0.9061027379706689,mcsweeney s 11,McSweeney's #11,mcsweeney s 17,McSweeney's #17
43433,43442,0.8832621035271082,mcsweeney s 18,McSweeney's #18,mcsweeney s 1 3,McSweeney's #1-3
43438,43442,0.8783602609627931,mcsweeney s 11,McSweeney's #11,mcsweeney s 1 3,McSweeney's #1-3
43423,43442,0.8754109253059268,mcsweeney s 14,McSweeney's #14,mcsweeney s 1 3,McSweeney's #1-3
43437,43442,0.8633166315529354,mcsweeney s 19,McSweeney's #19,mcsweeney s 1 3,McSweeney's #1-3
43462,43471,0.8644585694482256,the mulberry bird an adoption story,The Mulberry Bird: An Adoption Story,the mulberry bird story of an adoption,The Mulberry Bird: Story of an Adoption
43475,43476,0.9020377905753181,criss cross,Criss Cross,the criss cross,The Criss Cross
43544,51503,0.9081519453089667,the strange case of dr jekyll and mr hyde and other stories,The Strange Case of Dr. Jekyll and Mr. Hyde and Other Stories,strange case of dr jekyll and mr hyde and other tales,Strange Case of Dr Jekyll and Mr Hyde and Other Tales
43544,51495,0.8946518935653966,the strange case of dr jekyll and mr hyde and other stories,The Strange Case of Dr. Jekyll and Mr. Hyde and Other Stories,the strange case of dr jekyll and mr hyde,The Strange Case of Dr. Jekyll and Mr. Hyde
43544,51501,0.8736523391966349,the strange case of dr jekyll and mr hyde and other stories,The Strange Case of Dr. Jekyll and Mr. Hyde and Other Stories,strange case of dr jekyll and mr hyde,Strange Case of Dr. Jekyll and Mr. Hyde
43544,51497,0.8730703972371185,the strange case of dr jekyll and mr hyde and other stories,The Strange Case of Dr. Jekyll and Mr. Hyde and Other Stories,the strange case of dr jekyll and mr hyde and other tales of terror,The Strange Case of Dr. Jekyll and Mr. Hyde and Other Tales of Terror
43545,48045,0.9541061394116751,the once and future king the once and future king 1 4,"The Once and Future King (The Once and Future King, #1-4)",the once and future king,The Once And Future King
43547,98384,0.9999999999999998,rose of no man s land,Rose of No Man's Land,rose of no man s land,Rose of No Man's Land
10590,43613,1.0,stephen king s the dark tower the complete concordance,Stephen King's the Dark Tower: The Complete Concordance,stephen king s the dark tower the complete concordance,Stephen King's The Dark Tower: The Complete Concordance
43634,58106,0.895490665220275,postfix the definitive guide the definitive guide,Postfix: The Definitive Guide: The Definitive Guide,ant the definitive guide the definitive guide,Ant:  The Definitive Guide: The Definitive Guide
43647,43650,0.8788843731072268,something borrowed something,"Something Borrowed, Something",something borrowed,Something Borrowed
43673,43675,0.8662076712279414,the first deadly sin deadly sins 2,"The First Deadly Sin (Deadly Sins, #2)",first deadly sin,First Deadly Sin
43730,43749,0.9454485507421102,bad signal volume 1,"Bad Signal, Volume 1",bad signal volume 2,"Bad Signal, Volume 2"
43797,43824,0.8974682031581613,pandora vittorio the vampire new tales of the vampires,Pandora / Vittorio the Vampire (New Tales of the Vampires),vittorio the vampire new tales of the vampires 2,"Vittorio the Vampire (New Tales of the Vampires, #2)"
43798,43826,1.0,the feast of all saints,The Feast of All Saints,the feast of all saints,The Feast Of All Saints
43877,43878,0.9598464309246726,the monk who sold his ferrari a fable about fulfilling your dreams and reaching your destiny,The Monk Who Sold His Ferrari: A Fable About Fulfilling Your Dreams and Reaching Your Destiny,the monk who sold his ferrari a fable about fulfilling your dreams and reaching your destiny revised,The Monk Who Sold His Ferrari: A Fable about Fulfilling Your Dreams and Reaching Your Destiny (Revised)
40086,43944,1.0,suite francaise,Suite Francaise,suite francaise,Suite Française
44170,44171,0.9724776594524674,the looking glass wars,The Looking Glass Wars,the looking glass war,The Looking Glass War
44323,46873,0.9569477911676924,the rose and the beast fairy tales retold,The Rose and the Beast: Fairy Tales Retold,rose and the beast fairy tales retold,Rose and the Beast: Fairy Tales Retold
44453,93254,1.0,complete stories,Complete Stories,complete stories,Complete Stories
44461,44467,0.9453666803650317,hite report on male sexuality,Hite Report on Male Sexuality,the hite report on male sexuality,The Hite Report on Male Sexuality
44505,57350,0.9243438954973863,the best american essays 2006,The Best American Essays 2006,the best american essays 2002,The Best American Essays 2002
44505,48641,0.9239764193168057,the best american essays 2006,The Best American Essays 2006,the best american essays 2001,The Best American Essays 2001
44507,99997,0.9411018773614909,the best american science writing 2006,The Best American Science Writing 2006,the best american science writing 2004,The Best American Science Writing 2004
44507,99982,0.9406335334295444,the best american science writing 2006,The Best American Science Writing 2006,the best american science writing 2001,The Best American Science Writing 2001
44509,99781,0.9448958901360979,the best american travel writing 2006,The Best American Travel Writing 2006,the best american travel writing 2000,The Best American Travel Writing 2000
44534,44536,0.8732098868508292,touchy subjects stories,Touchy Subjects: Stories,touchy subjects,Touchy Subjects
44702,44717,0.8827905660194133,the leadership challenge workshop participant s guide 2 day,"The Leadership Challenge Workshop: Participant's Guide, 2-Day",the leadership challenge workshop participant s guide 3 day,"The Leadership Challenge Workshop: Participant's Guide, 3-Day"
44712,44717,0.8512333856172096,the leadership challenge workshop participant s workbook,"The Leadership Challenge Workshop, Participant's Workbook",the leadership challenge workshop participant s guide 3 day,"The Leadership Challenge Workshop: Participant's Guide, 3-Day"
870,44734,0.9107167998329101,fullmetal alchemist vol 1 fullmetal alchemist 1,"Fullmetal Alchemist, Vol. 1 (Fullmetal Alchemist, #1)",fullmetal alchemist vol 6 fullmetal alchemist 6,"Fullmetal Alchemist, Vol. 6 (Fullmetal Alchemist, #6)"
868,44734,0.9078140762697353,fullmetal alchemist vol 3 fullmetal alchemist 3,"Fullmetal Alchemist, Vol. 3 (Fullmetal Alchemist, #3)",fullmetal alchemist vol 6 fullmetal alchemist 6,"Fullmetal Alchemist, Vol. 6 (Fullmetal Alchemist, #6)"
