id,name,ratingdist1,pagesnumber,ratingdist4,ratingdisttotal,publishmonth,publishday,publisher,countsofreview,publishyear,language,authors,rating,ratingdist2,ratingdist5,isbn,ratingdist3,__title_norm__,removal_reason
78189,El hombre duplicado,1:212,407,4:5769,total:13993,1,1,Alfaguara,3,2003,spa,José Saramago,3.9,2:767,5:3989,9681911997,3:3256,el hombre duplicado,duplicate_title
78210,Jude the Obscure,1:2423,468,4:20173,total:59132,1,3,W. W. Norton & Company,11,1978,,Thomas Hardy,3.82,2:4643,5:18907,0393090892,3:12986,jude the obscure,duplicate_title
78232,Around the World in 80 Days,1:45,236,4:2041,total:5370,1,9,Spotlight,3,2002,,Marian Leighton,3.98,2:220,5:1769,1577656806,3:1295,around the world in 80 days,duplicate_title
78249,Don Juan,1:155,584,4:2439,total:7351,26,8,Penguin Classics,187,2004,,Lord Byron,3.8,2:564,5:2144,0140424520,3:2049,don juan,duplicate_title
78256,Profit Over People: Neoliberalism & Global Order,1:79,175,4:2086,total:5474,1,12,Seven Stories Press,5,1998,eng,Noam Chomsky,4.06,2:215,5:2036,1888363894,3:1058,profit over people neoliberalism global order,duplicate_title
78257,Quicksand,1:118,192,4:1572,total:4330,29,1,Penguin Classics,273,2002,eng,Nella Larsen,3.67,2:352,5:969,0141181273,3:1319,quicksand,duplicate_title
78287,Wanderlust: A History of Walking,1:51,328,4:1383,total:3566,1,11,Verso,359,2002,,Rebecca Solnit,3.92,2:214,5:1099,1859843816,3:819,wanderlust a history of walking,duplicate_title
78294,"New York Magazine Crosswords, Volume 6",1:0,64,4:4,total:9,9,11,Random House Puzzles & Games,0,2004,,Maura Jacobson,4.33,2:0,5:4,0812935268,3:1,new york magazine crosswords volume 6,duplicate_title
78382,Advanced UNIX Programming,1:2,736,4:22,total:64,9,5,Addison-Wesley Professional,1,2004,en-GB,Marc J. Rochkind,4.08,2:1,5:26,0131411543,3:13,advanced unix programming,duplicate_title
78404,Las francesas no engordan: Los secretos para comer con placer y mantenerse delgada toda la vida,1:443,304,4:5018,total:15527,15,11,Vintage Espanol,1,2005,,Mireille Guiliano,3.51,2:1840,5:2852,0307275620,3:5374,las francesas no engordan los secretos para comer con placer y mantenerse delgada toda la vida,duplicate_title
78411,"The Bad Beginning (A Series of Unfortunate Events, #1)",1:8285,176,4:130132,total:377395,30,9,"Scholastic, Inc.",13367,1999,eng,Lemony Snicket,3.95,2:21762,5:132802,0439206472,3:84414,the bad beginning a series of unfortunate events 1,duplicate_title
78435,Oryx and Crake,1:4358,376,4:81478,total:212695,6,5,Nan A. Talese,341,2003,eng,Margaret Atwood,4.01,2:10646,5:76433,0385503857,3:39780,oryx and crake,duplicate_title
78438,The Wizard Of Oz,1:5976,219,4:118836,total:348776,12,5,,1,1986,,L. Frank Baum,3.99,2:17088,5:127468,0345313631,3:79408,the wizard of oz,duplicate_title
78450,"Three Novels: Molloy, Malone Dies, The Unnamable",1:158,414,4:2262,total:7955,18,1,Grove Press,31,1994,,Samuel Beckett,4.28,2:296,5:4262,0802150918,3:977,three novels molloy malone dies the unnamable,duplicate_title
78451,Molloy/Malone Dies/The Unnamable,1:158,418,4:2262,total:7955,1,1,Calder Publications,4,1976,,Samuel Beckett,4.28,2:296,5:4262,071451053X,3:977,molloy malone dies the unnamable,duplicate_title
78484,Hell's Angels,1:489,326,4:17280,total:41330,1,7,Penguin,21,1999,eng,Hunter S. Thompson,3.97,2:1774,5:12739,0140285555,3:9048,hell s angels,duplicate_title
78541,The Silent Angel,1:9,288,4:298,total:711,28,5,Cassell Military Paperbacks,36,2002,eng,Heinrich Böll,3.67,2:59,5:126,0304359742,3:219,the silent angel,duplicate_title
78552,Fabian: The Story of a Moralist,1:32,178,4:1265,total:3440,1,12,Northwestern University Press,1,1993,,Erich Kästner,4.13,2:147,5:1409,0810111373,3:587,fabian the story of a moralist,duplicate_title
78697,The Old Man And The Sea,1:36088,92,4:255075,total:782720,1,9,Heinemann Library,14,2009,eng,Ernest Hemingway,3.77,2:67065,5:244542,0435122169,3:179950,the old man and the sea,duplicate_title
78753,The Mysterious Island,1:486,528,4:14517,total:42123,6,7,Signet,39,2004,,Jules Verne,4.11,2:1646,5:17394,0451529413,3:8080,the mysterious island,duplicate_title
78847,Midnight Is a Place,1:10,287,4:381,total:1011,1,6,Scholastic,2,1993,,Joan Aiken,3.92,2:48,5:308,059045496X,3:264,midnight is a place,duplicate_title
79002,The Other Side,1:10,48,4:104,total:294,4,8,Chronicle Books (CA),63,2005,,Istvan Banyai,4.01,2:9,5:111,0811846083,3:60,the other side,duplicate_title
79037,The Godfather,1:3846,12,4:96660,total:317196,20,11,Brilliance Audio,13,2004,,Mario Puzo,4.37,2:7134,5:175583,1596002433,3:33973,the godfather,duplicate_title
79106,The Gift,1:15,153,4:107,total:389,7,11,"Little, Brown and Company",53,2005,eng,Pete Hamill,3.46,2:53,5:78,0316011894,3:136,the gift,duplicate_title
79120,An Ideal Husband,1:295,126,4:14420,total:35391,7,8,BookSurge Classics,1,2002,,Oscar Wilde,4.04,2:1172,5:12057,1591090997,3:7447,an ideal husband,duplicate_title
79127,Stories for Children,1:3,112,4:102,total:314,1,3,Hodder & Stoughton,7,2007,,Oscar Wilde,4.21,2:11,5:148,0340894369,3:50,stories for children,duplicate_title
79128,Oscar Wilde,1:1,444,4:12,total:28,2,4,Constable & Robinson,2,2002,,Philippe Jullian,3.71,2:0,5:5,0094726205,3:10,oscar wilde,duplicate_title
79139,Adjectives and Adverbs,1:0,24,4:0,total:0,1,12,E.D.C. Publishing,0,1999,,Beth Bridgman,0.0,2:0,5:0,1580860621,3:0,adjectives and adverbs,duplicate_title
79153,Black Maria,1:0,256,4:53,total:139,20,3,Knopf,1,2007,,Kevin Young,3.87,2:14,5:41,0375710507,3:31,black maria,duplicate_title
79156,The Journeyers,1:0,248,4:1,total:1,25,10,Helm Publishing (IL),0,2006,,Neil Crawford,4.0,2:0,5:0,0977820548,3:0,the journeyers,duplicate_title
79251,Moby Dick,1:39792,512,4:121452,total:464538,1,8,Wildside Press,2,2004,,Herman Melville,3.5,2:59338,5:124680,0809567288,3:119276,moby dick,duplicate_title
79259,The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide #1),1:28739,323,4:397635,total:1354528,1,4,Pan Publishing,100,2005,eng,Douglas Adams,4.22,2:54344,5:684989,0330437984,3:188821,the hitchhiker s guide to the galaxy hitchhiker s guide 1,duplicate_title
79260,"The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide, #1)",1:28739,224,4:397635,total:1354528,1,1,Listening Library,30,2006,,Douglas Adams,4.22,2:54344,5:684989,1415922543,3:188821,the hitchhiker s guide to the galaxy hitchhiker s guide 1,duplicate_title
79340,"King Rat (Asian Saga, #4)",1:172,408,4:12290,total:32232,1,5,Hodder & Stoughton,9,2006,eng,James Clavell,4.14,2:925,5:12874,0340750685,3:5971,king rat asian saga 4,duplicate_title
79378,"Roses are Red (Alex Cross, #6)",1:387,416,4:22551,total:55325,1,10,Warner Vision,1140,2001,eng,James Patterson,4.04,2:1607,5:18669,0446605484,3:12111,roses are red alex cross 6,duplicate_title
79443,Peace,1:0,79,4:0,total:7,1,12,MTO Printing & Publication Center,0,1987,,Salaheddin Ali Nader Shah Angha,5.0,2:0,5:7,0910735123,3:0,peace,duplicate_title
79574,Studies in Tectonic Culture: The Poetics of Construction in Nineteenth and Twentieth Century Architecture,1:0,448,4:37,total:135,24,8,MIT Press,0,2001,,Kenneth Frampton,4.21,2:10,5:68,0262561492,3:20,studies in tectonic culture the poetics of construction in nineteenth and twentieth century architecture,duplicate_title
79580,Dr. Seuss's ABC,1:830,63,4:10050,total:39883,1,5,HarperCollins Publishers,12,2003,eng,Dr. Seuss,4.08,2:2283,5:18569,0007158483,3:8151,dr seuss s abc,duplicate_title
79589,The Call of the Wild,1:8,176,4:49,total:123,2,3,Puffin Graphics,25,2006,eng,Neil Kleid,3.58,2:12,5:25,014240571X,3:29,the call of the wild,duplicate_title
79630,Greek Myths,1:10,272,4:174,total:508,29,10,HMH Books for Young Readers,32,2001,,Olivia E. Coolidge,3.74,2:35,5:129,0618154256,3:160,greek myths,duplicate_title
79714,The Mark: The Beast Rules the World,1:607,469,4:8231,total:25567,1,8,Thorndike Press,8,2001,,Tim LaHaye,4.03,2:1345,5:10336,0786232234,3:5048,the mark the beast rules the world,duplicate_title
79728,Where Truth Lies,1:6,378,4:109,total:252,29,8,Mira Books,25,2006,eng,Christiane Heggan,3.53,2:21,5:29,0778323374,3:87,where truth lies,duplicate_title
79736,The Brothers,1:0,112,4:1,total:1,1,4,Oberon Books,0,2007,,Reza de Wet,4.0,2:0,5:0,1840022353,3:0,the brothers,duplicate_title
79774,Pattern Languages of Program Design 3,1:1,656,4:7,total:24,17,10,Addison-Wesley Professional,3,1997,,Robert C. Martin,3.5,2:1,5:4,0201310112,3:11,pattern languages of program design 3,duplicate_title
79775,Pattern Languages of Program Design 4,1:0,640,4:2,total:11,1,1,Addison Wesley Longman,1,1999,,Brian Foote,3.45,2:1,5:2,0201433044,3:6,pattern languages of program design 4,duplicate_title
79780,Algebra,1:8,914,4:49,total:159,21,6,Springer,10,2005,,Serge Lang,3.94,2:14,5:65,038795385X,3:23,algebra,duplicate_title
79818,The American Paradox: A History of the United States Since 1960,1:0,348,4:0,total:1,21,11,,0,2003,,Steven M. Gillon,3.0,2:0,5:0,061815017X,3:1,the american paradox a history of the united states since 1960,duplicate_title
79942,Selected Prose,1:7,324,4:138,total:339,10,11,Mariner Books,8,1975,eng,T.S. Eliot,3.97,2:12,5:109,0156806541,3:73,selected prose,duplicate_title
79965,Cuisine and Culture: A History of Food & People,1:4,384,4:53,total:150,14,8,Wiley,9,2003,,Linda Civitello,3.71,2:11,5:36,0471202800,3:46,cuisine and culture a history of food people,duplicate_title
79969,Wonder Boys,1:377,368,4:14330,total:32816,1,1,Harper Perennial,5,2006,,Michael Chabon,3.93,2:1557,5:9305,0007766556,3:7247,wonder boys,duplicate_title
80018,The Brothers Karamazov,1:3258,752,4:64706,total:229571,1,8,Barnes  Noble Classics,9,2005,eng,Fyodor Dostoyevsky,4.32,2:7426,5:126237,1593083521,3:27944,the brothers karamazov,duplicate_title
80044,Flannery O'Connor and the Christ-Haunted South,1:4,284,4:81,total:212,2,5,Eerdmans,23,2005,,Ralph C. Wood,4.15,2:3,5:87,0802829996,3:37,flannery o connor and the christ haunted south,duplicate_title
80058,Birds of America,1:11,348,4:81,total:261,15,5,Mariner Books,36,1992,eng,Mary McCarthy,3.47,2:35,5:49,0156126303,3:85,birds of america,duplicate_title
80080,The Golden Ass,1:182,260,4:4177,total:11607,28,5,Penguin Classics,73,1998,eng,Apuleius,3.88,2:800,5:3580,0140435905,3:2868,the golden ass,duplicate_title
80096,"Metamorphoses, Book 3",1:182,64,4:4177,total:11607,1,7,"Bryn Mawr Commentaries, Inc.",0,2002,eng,Apuleius,3.88,2:800,5:3580,0929524985,3:2868,metamorphoses book 3,duplicate_title
80120,Romance,1:10,128,4:53,total:174,25,10,Vintage,17,2005,,David Mamet,3.36,2:33,5:31,0307275183,3:47,romance,duplicate_title
80122,Heat,1:2,256,4:24,total:73,10,3,iUniverse,5,2003,,Arthur Herzog III,3.45,2:9,5:11,0595271499,3:27,heat,duplicate_title
80171,Fairy Tales,1:11,64,4:150,total:461,17,11,Liveright,56,2004,,E.E. Cummings,4.1,2:21,5:201,0871406586,3:78,fairy tales,duplicate_title
80315,Dialogues Concerning Natural Religion and The Natural History of Religion,1:10,256,4:304,total:880,28,1,Oxford University Press,25,1999,eng,David Hume,4.04,2:51,5:339,0192838768,3:176,dialogues concerning natural religion and the natural history of religion,duplicate_title
80319,Selected Essays,1:6,448,4:136,total:339,19,11,Oxford University Press,8,1998,eng,David Hume,3.93,2:18,5:105,0192836218,3:74,selected essays,duplicate_title
80321,Kant and the Critique of Pure Reason,1:2,392,4:53,total:142,18,3,Routledge,8,1999,eng,Sebastian Gardner,3.88,2:10,5:43,041511909X,3:34,kant and the critique of pure reason,duplicate_title
80330,Kant's 'Critique of Pure Reason',1:2,250,4:41,total:100,2,3,Stanford University Press,0,2001,,Theodor W. Adorno,3.95,2:6,5:32,0804742928,3:19,kant s critique of pure reason,duplicate_title
80375,Day I Swapped My Dad for Two Goldfish,1:61,64,4:3908,total:10021,1,11,Turtleback Books,0,1998,eng,Neil Gaiman,4.03,2:333,5:3427,0613789369,3:2292,day i swapped my dad for two goldfish,duplicate_title
80377,The Day I Swapped My Dad for Two Goldfish,1:61,64,4:3908,total:10021,1,11,White Wolf Games Studio,13,1998,en-US,Neil Gaiman,4.03,2:333,5:3427,1565041992,3:2292,the day i swapped my dad for two goldfish,duplicate_title
80446,The Pythons Autobiography by The Pythons,1:23,368,4:845,total:2044,7,10,Thomas Dunne Books,3,2003,en-US,Graham Chapman,4.08,2:66,5:735,0312311443,3:375,the pythons autobiography by the pythons,duplicate_title
80449,On the Genealogy of Morals,1:318,208,4:6255,total:17808,25,2,"Oxford University Press, USA",297,1999,eng,Friedrich Nietzsche,4.12,2:721,5:7497,019283617X,3:3017,on the genealogy of morals,duplicate_title
80470,Selected Writings,1:34,376,4:491,total:1514,15,3,"Hackett Publishing Company, Inc.",25,1994,eng,Karl Marx,3.97,2:84,5:562,0872202186,3:343,selected writings,duplicate_title
80505,White Fang,1:2126,354,4:53155,total:144286,1,5,Thorndike Press,0,2005,,Jack London,3.98,2:6822,5:49731,0786275405,3:32452,white fang,duplicate_title
80523,Ghosts,1:149,92,4:4515,total:11524,17,6,Kessinger Publishing,0,2004,,Henrik Ibsen,3.84,2:709,5:3077,1419121774,3:3074,ghosts,duplicate_title
80562,Perfect Match,1:563,368,4:25688,total:63651,4,2,Allen & Unwin,11,2003,eng,Jodi Picoult,3.95,2:2918,5:19306,1865089788,3:15176,perfect match,duplicate_title
80568,Sam's Letters to Jennifer,1:1147,263,4:27942,total:87732,1,3,Grand Central Publishing,2194,2006,eng,James Patterson,4.16,2:3425,5:39773,0446613347,3:15445,sam s letters to jennifer,duplicate_title
80604,Sarah,1:192,220,4:1111,total:3692,5,9,Denoël,1,2001,,J.T. LeRoy,3.47,2:495,5:748,2207251284,3:1146,sarah,duplicate_title
80635,Mortal Fear,1:154,552,4:3412,total:8327,1,6,New English Library,374,1997,eng,Greg Iles,4.0,2:327,5:2760,0340686014,3:1674,mortal fear,duplicate_title
80670,"Otherwise Known as Sheila the Great (Fudge, #2)",1:432,160,4:12409,total:36978,5,4,Puffin Books,630,2007,eng,Judy Blume,3.95,2:1701,5:12729,,3:9707,otherwise known as sheila the great fudge 2,duplicate_title
80671,"Tales of a Fourth Grade Nothing (Fudge, #1)",1:2447,144,4:42432,total:128948,5,4,Puffin Books,153,2007,,Judy Blume,4.1,2:4802,5:54873,,3:24394,tales of a fourth grade nothing fudge 1,duplicate_title
80675,Forever...,1:2039,192,4:16022,total:51812,24,4,Simon Pulse,352,2007,en-US,Judy Blume,3.62,2:5564,5:12902,1416934006,3:15285,forever,duplicate_title
80676,Judy Blume,1:0,102,4:1,total:9,1,12,Chelsea House Publications,0,2003,,Elisa Ludwig,4.67,2:0,5:7,0791076199,3:1,judy blume,duplicate_title
80680,"The Grim Grotto (A Series of Unfortunate Events, #11)",1:927,331,4:33384,total:92808,4,10,Egmont Books Ltd,52,2004,en-GB,Lemony Snicket,4.01,2:4183,5:33073,1405215275,3:21241,the grim grotto a series of unfortunate events 11,duplicate_title
80690,What Do You Stand For? For Teens: A Guide to Building Character,1:2,288,4:26,total:76,15,11,Free Spirit Publishing,4,2005,,Barbara A. Lewis,4.04,2:3,5:30,1575420295,3:15,what do you stand for for teens a guide to building character,duplicate_title
80692,The Heart of a Dog,1:549,128,4:14430,total:38915,1,1,Harvill Press,0,1997,eng,Mikhail Bulgakov,4.1,2:1543,5:15502,1860460836,3:6891,the heart of a dog,duplicate_title
80727,Island of the Blue Dolphins,1:8904,189,4:91370,total:278694,2,5,Laurel Leaf,54,1996,,Scott O'Dell,3.83,2:20680,5:89609,0440220211,3:68131,island of the blue dolphins,duplicate_title
80787,Surveying Natural Populations: Quantitative Tools for Assessing Biodiversity,1:0,448,4:3,total:5,24,4,Columbia University Press,0,1997,,Martin A. Buzas,3.6,2:0,5:0,0231102410,3:2,surveying natural populations quantitative tools for assessing biodiversity,duplicate_title
80803,John Adams,1:0,48,4:0,total:2,1,3,Enslow Publishers,2,2002,,Stephen Feinstein,4.0,2:0,5:1,0766050017,3:1,john adams,duplicate_title
80804,John Quincy Adams,1:0,48,4:0,total:0,1,3,Enslow Publishers,0,2002,,Stephen Feinstein,0.0,2:0,5:0,0766050025,3:0,john quincy adams,duplicate_title
80807,Season on the Brink: A Year with Bobby Knight and the Indiana Hoosiers,1:150,353,4:2746,total:7233,1,12,Pocket Books,2,1987,,John Feinstein,4.12,2:238,5:2935,0671646567,3:1164,season on the brink a year with bobby knight and the indiana hoosiers,duplicate_title
80820,Black Like Me,1:0,64,4:1,total:6,1,7,Aldrich Museum of Contemporary Art,1,2006,,Fred Wilson,4.0,2:1,5:3,1888332255,3:1,black like me,duplicate_title
80895,Doctor Faustus,1:164,669,4:3241,total:9465,29,12,Modern Library,7,1992,eng,Thomas Mann,4.08,2:486,5:3900,0679600426,3:1674,doctor faustus,duplicate_title
80904,Malcolm X Speaks: Selected Speeches and Statements,1:46,226,4:1331,total:5176,11,1,Turtleback Books,5,1994,,Malcolm X,4.46,2:98,5:3211,1417627867,3:490,malcolm x speaks selected speeches and statements,duplicate_title
80938,The War of the Worlds,1:3587,182,4:89563,total:232870,31,12,Children's Press(CT),3,2007,,H.G. Wells,3.82,2:14047,5:61604,0531169634,3:64069,the war of the worlds,duplicate_title
80957,Alice Through the Looking-Glass,1:1853,228,4:36495,total:113962,11,10,Candlewick Press,19,2005,en-US,Lewis Carroll,4.07,2:5652,5:47131,0763628921,3:22831,alice through the looking glass,duplicate_title
80965,Edith Wharton's Italian Gardens,1:0,192,4:10,total:37,26,9,Frances Lincoln,6,1997,,Vivian Russell,3.62,2:3,5:8,0711211558,3:16,edith wharton s italian gardens,duplicate_title
80973,Falling Angels,1:15,200,4:280,total:675,1,7,Soho Press,33,2003,,Barbara Gowdy,3.81,2:42,5:168,1569471169,3:170,falling angels,duplicate_title
80986,The Complete Poems,1:2,528,4:73,total:195,1,4,"Farrar, Straus and Giroux",12,1981,,Randall Jarrell,4.21,2:6,5:86,0374513058,3:28,the complete poems,duplicate_title
80999,Shadowlands,1:2,112,4:167,total:427,28,11,Plume,66,1991,eng,William Nicholson,4.1,2:20,5:163,0452267323,3:75,shadowlands,duplicate_title
81007,Colette,1:2,521,4:19,total:44,7,12,Columbia University Press,2,2005,,Julia Kristeva,3.84,2:2,5:12,0231128975,3:9,colette,duplicate_title
81014,Please Kill Me: The Uncensored Oral History of Punk,1:734,528,4:8604,total:27235,1,11,Little Brown and Company,19,2007,eng,Legs McNeil,4.16,2:1110,5:12760,0349108803,3:4027,please kill me the uncensored oral history of punk,duplicate_title
81022,Love,1:19,122,4:388,total:1130,3,7,Vintage Classics,67,1997,eng,Angela Carter,3.69,2:107,5:266,0099594218,3:350,love,duplicate_title
81046,The Barefoot Book of Ballet Stories,1:0,96,4:34,total:108,27,10,Barefoot Books,12,2004,,Jane Yolen,4.19,2:3,5:49,1841482293,3:22,the barefoot book of ballet stories,duplicate_title
81087,The Golden Apples of the Sun,1:37,250,4:3295,total:7919,29,4,Praeger,1,1971,,Ray Bradbury,4.08,2:215,5:2781,0837151600,3:1591,the golden apples of the sun,duplicate_title
81091,The Golden Apple,1:0,16,4:0,total:0,1,5,Garnet Education,0,1997,,Garnet Publishing,0.0,2:0,5:0,1873938861,3:0,the golden apple,duplicate_title
81103,Golden Apple X-Word #3,1:0,0,4:0,total:0,1,10,Bantam,0,1984,,Jack Luzzatto,0.0,2:0,5:0,0553197819,3:0,golden apple x word 3,duplicate_title
